"IntegrationTime","Points:0","Points:1","Points:2"
-1.7111,-1.3374,-0.97241,0.10981
-1.7721,-1.5843,-0.52906,0.10711
-1.834,-1.6875,-0.019018,0.10449
-1.8944,-1.6317,0.49223,0.1021
-1.9537,-1.4279,0.95884,0.10004
-2.0121,-1.0975,1.3431,0.098216
-2.0579,-0.76586,1.5689,0.096732
-2.1126,-0.31077,1.7315,0.095048
-2.1554,0.068346,1.7682,0.093804
-2.2077,0.53106,1.7009,0.092384
-2.2611,0.97184,1.5084,0.091079
-2.314,1.3456,1.2056,0.089945
-2.3696,1.6387,0.79091,0.088897
-2.4142,1.7846,0.40598,0.088031
-2.4605,1.8412,-0.019813,0.08711
-2.4973,1.8141,-0.36332,0.086414
-2.5606,1.6206,-0.92297,0.085451
-2.5833,1.5078,-1.1063,0.085171
0,-0.46643,0.75306,0.88411
-0.048948,-0.33794,0.87458,0.82661
-0.13147,-0.05509,1.0236,0.74465
-0.17753,0.1392,1.0672,0.70392
-0.21719,0.32079,1.0741,0.6722
-0.24844,0.46994,1.0569,0.64902
-0.28504,0.64613,1.0096,0.62411
-0.33131,0.86327,0.90698,0.59573
-0.37426,1.052,0.76755,0.57206
-0.41308,1.204,0.6063,0.55285
-0.43944,1.294,0.47836,0.54064
-0.46284,1.3626,0.35332,0.53025
-0.54236,1.4959,-0.12177,0.49827
-0.58885,1.4942,-0.43272,0.48119
-0.63051,1.4348,-0.7165,0.46695
-0.70268,1.2017,-1.1789,0.44487
-0.76969,0.84522,-1.5385,0.42616
-0.83056,0.42131,-1.7701,0.41066
-0.88796,-0.038882,-1.878,0.39753
-0.94282,-0.50632,-1.866,0.38632
-0.99754,-0.96917,-1.7348,0.37665
-1.0507,-1.3861,-1.4945,0.36878
-1.0712,-1.5336,-1.3731,0.36596
-1.1274,-1.8778,-0.97078,0.35826
-1.1822,-2.1091,-0.49223,0.35208
-1.2359,-2.2134,0.029055,0.34746
-1.2878,-2.1897,0.55233,0.34411
-1.3393,-2.0426,1.0625,0.34171
-1.3889,-1.7894,1.517,0.33995
-1.4135,-1.6242,1.7228,0.33935
-1.4411,-1.4113,1.931,0.33916
-1.4877,-0.99297,2.2178,0.3402
-1.5286,-0.57752,2.3935,0.34192
-1.5514,-0.33157,2.4577,0.34311
-1.5935,0.13849,2.5085,0.34595
-1.6349,0.60543,2.4707,0.34937
-1.6775,1.0756,2.3408,0.35365
-1.7197,1.5127,2.1246,0.35873
-1.7651,1.9329,1.802,0.36447
-1.8095,2.2747,1.408,0.37157
-1.8229,2.3625,1.2762,0.37373
-1.8691,2.6014,0.78439,0.38352
-1.9146,2.734,0.26022,0.39613
-1.9567,2.7625,-0.23929,0.40939
-1.9988,2.6997,-0.73582,0.42516
-2.0445,2.5328,-1.2525,0.44446
-2.0911,2.2665,-1.7348,0.46511
-2.1269,2.0026,-2.064,0.48216
0,-0.6882,-0.94469,1.4975
-0.044667,-0.85271,-0.89799,1.4015
-0.080679,-0.98938,-0.83754,1.3318
-0.12047,-1.1391,-0.74572,1.2634
-0.15745,-1.2733,-0.63602,1.2066
-0.18474,-1.3677,-0.53915,1.168
-0.21489,-1.4648,-0.41682,1.1285
-0.24403,-1.5492,-0.28333,1.0935
-0.27026,-1.6152,-0.15036,1.0641
-0.29663,-1.6705,-0.0053525,1.0362
-0.34405,-1.7352,0.27764,0.99164
-0.39306,-1.7471,0.59333,0.95343
-0.41752,-1.7299,0.75832,0.93642
-0.49677,-1.5645,1.2833,0.89248
-0.52076,-1.4781,1.4414,0.8815
-0.58675,-1.1627,1.8335,0.86018
-0.61688,-0.9798,1.9916,0.85262
-0.64417,-0.79491,2.1185,0.84772
-0.70427,-0.34242,2.3265,0.8443
-0.7607,0.12684,2.4268,0.84881
-0.81546,0.60236,2.429,0.86005
-0.87148,1.0867,2.3327,0.87902
-0.92889,1.557,2.1346,0.90748
-0.98886,1.9962,1.8316,0.94754
-1.0487,2.3559,1.4516,1.0038
-1.0571,2.399,1.3944,1.0129
-1.0652,2.439,1.3381,1.0222
-1.0836,2.5225,1.2079,1.0453
-1.1023,2.5981,1.073,1.0712
-1.1117,2.6329,1.0039,1.0849
-1.1249,2.6777,0.90702,1.105
-1.1372,2.7149,0.81713,1.1249
-1.1519,2.7547,0.70882,1.1501
-1.2217,2.8801,0.18702,1.2881
-1.2903,2.9084,-0.29869,1.4535
-1.3173,2.8992,-0.47202,1.5266
-1.3353,2.8886,-0.58244,1.5779
-1.3522,2.8756,-0.68094,1.6284
-1.3749,2.8545,-0.80736,1.7007
-1.388,2.8409,-0.8762,1.7439
-1.479,2.7214,-1.3128,2.0808
-1.5787,2.5868,-1.6661,2.5061
-1.6832,2.4646,-1.9166,2.9956
-1.792,2.356,-2.0768,3.5316
-1.9038,2.2486,-2.1522,4.097
-2.0185,2.1252,-2.1511,4.6711
-2.1406,1.9708,-2.078,5.2399
-2.2767,1.7722,-1.9313,5.7876
-2.3006,1.7374,-1.9019,5.8675
-2.3251,1.7015,-1.8708,5.9461
0,-0.58579,-0.96609,1.2508
-0.044596,-0.76099,-0.92356,1.1735
-0.075775,-0.88701,-0.87378,1.1244
-0.11318,-1.0371,-0.79031,1.0706
-0.1458,-1.1633,-0.69516,1.0282
-0.18181,-1.293,-0.56653,0.98568
-0.20964,-1.3847,-0.44962,0.95515
-0.2401,-1.473,-0.30543,0.92441
-0.2754,-1.5566,-0.11913,0.89168
-0.29373,-1.5915,-0.01353,0.87544
-0.35699,-1.6529,0.37464,0.8264
-0.41057,-1.6257,0.73166,0.79106
-0.48894,-1.4392,1.2496,0.75045
-0.55672,-1.1336,1.6602,0.72313
-0.61974,-0.73871,1.9723,0.70316
-0.67802,-0.2926,2.1749,0.68869
-0.73305,0.17812,2.2672,0.6805
-0.78597,0.6535,2.2549,0.67727
-0.83957,1.1336,2.138,0.67836
-0.8937,1.5934,1.9152,0.6837
-0.94915,2.0137,1.5841,0.69346
-1.0031,2.348,1.1781,0.70846
-1.0562,2.5888,0.71367,0.72903
-1.1116,2.7322,0.18665,0.7617
-1.1632,2.765,-0.31759,0.80134
-1.2157,2.7014,-0.8181,0.85384
-1.274,2.5308,-1.3358,0.9259
-1.2852,2.4882,-1.4277,0.94114
-1.2955,2.4463,-1.5107,0.95557
-1.305,2.4055,-1.585,0.96952
-1.3236,2.3203,-1.7249,0.99841
-1.3367,2.257,-1.8181,1.0195
-1.3449,2.2159,-1.8748,1.033
-1.3526,2.176,-1.9269,1.0462
-1.3748,2.0565,-2.0688,1.0872
-1.3903,1.9707,-2.1599,1.1176
-1.4022,1.9034,-2.2263,1.1417
-1.4171,1.8175,-2.3053,1.1731
-1.4315,1.7332,-2.3768,1.2049
-1.4498,1.6243,-2.4615,1.2473
-1.4614,1.5552,-2.5114,1.2748
-1.4705,1.5005,-2.5489,1.2968
-1.5445,1.0457,-2.7996,1.5064
-1.5678,0.91227,-2.8561,1.5789
-1.5897,0.79231,-2.9009,1.6514
-1.6019,0.72809,-2.9228,1.6933
-1.6109,0.68163,-2.9379,1.7252
-1.696,0.26697,-3.0438,2.0569
0,0.095233,-1.4792,1.0981
-0.02007,-0.0054797,-1.5171,1.0731
-0.10325,-0.45981,-1.5913,0.9858
-0.13987,-0.68468,-1.5765,0.9528
-0.2156,-1.1497,-1.4414,0.89703
-0.24098,-1.3067,-1.3608,0.88096
-0.3129,-1.7103,-1.0457,0.84352
-0.33744,-1.8354,-0.90521,0.83217
-0.35497,-1.9181,-0.79527,0.82468
-0.42282,-2.1615,-0.31651,0.80429
-0.48748,-2.2711,0.20309,0.79438
-0.54966,-2.2519,0.73213,0.79217
-0.61087,-2.1092,1.2498,0.79666
-0.66933,-1.8616,1.7129,0.80799
-0.72744,-1.5185,2.1155,0.82748
-0.7459,-1.3916,2.2275,0.83569
-0.80172,-0.96501,2.5109,0.86585
-0.82677,-0.75616,2.6092,0.8831
-0.88446,-0.25303,2.7593,0.9353
-0.93955,0.23302,2.8058,1.0011
-0.9964,0.71602,2.7636,1.087
-1.014,0.85563,2.7347,1.1174
-1.0292,0.97238,2.7049,1.1447
-1.0397,1.0514,2.6818,1.164
-1.0536,1.1535,2.648,1.1908
-1.0778,1.3251,2.5811,1.2407
-1.1498,1.79,2.331,1.4133
-1.1653,1.8749,2.2727,1.4541
-1.1743,1.9222,2.2385,1.4782
-1.1835,1.9695,2.2029,1.5038
-1.2127,2.1097,2.0884,1.5908
-1.2384,2.2205,1.9881,1.6729
-1.2554,2.2876,1.9231,1.7295
-1.2712,2.3458,1.8638,1.7832
-1.2873,2.4014,1.804,1.8396
-1.3782,2.6687,1.4778,2.1998
-1.4789,2.8627,1.1971,2.6501
-1.5851,2.9874,0.97791,3.1635
-1.6942,3.04,0.81835,3.7166
-1.8058,3.0211,0.69804,4.2913
-1.8409,3.0008,0.66715,4.4667
-1.9598,2.8839,0.57266,5.0444
-1.9899,2.8448,0.55228,5.1766
-2.1247,2.6234,0.46398,5.7351
-2.1509,2.5762,0.44909,5.8256
-2.1736,2.5342,0.43655,5.9007
-2.1966,2.4911,0.42408,5.974
-2.3245,2.2271,0.35485,6.349
-2.3744,2.1266,0.33125,6.4613
-2.4848,1.8917,0.28087,6.6664
0,-0.81715,0.61283,0.76049
-0.044247,-0.73066,0.78152,0.72077
-0.091345,-0.59882,0.94929,0.68258
-0.13106,-0.4555,1.0754,0.65292
-0.18373,-0.22564,1.2075,0.61779
-0.21634,-0.06169,1.2651,0.59793
-0.24949,0.11788,1.3004,0.57909
-0.28344,0.31162,1.3095,0.56132
-0.30943,0.46479,1.2966,0.54851
-0.33344,0.60776,1.2682,0.53726
-0.37684,0.86054,1.1762,0.51841
-0.41577,1.0769,1.0482,0.50262
-0.49188,1.433,0.68826,0.47537
-0.5633,1.656,0.23308,0.45251
-0.63161,1.731,-0.27529,0.43256
-0.66979,1.7018,-0.57601,0.42255
-0.73399,1.5313,-1.0675,0.40777
-0.76664,1.3857,-1.3017,0.40104
-0.79905,1.2042,-1.5143,0.39475
-0.84325,0.9044,-1.7607,0.38684
-0.89702,0.47204,-1.9773,0.37794
-0.94814,0.010938,-2.083,0.3702
-0.99797,-0.4622,-2.0806,0.36352
-1.0461,-0.91794,-1.9744,0.35814
-1.0932,-1.3398,-1.7718,0.35419
-1.1351,-1.6776,-1.5143,0.35151
-1.1559,-1.8284,-1.361,0.35021
-1.2057,-2.1267,-0.93717,0.34801
-1.2561,-2.3245,-0.4435,0.34715
-1.3051,-2.4047,0.076712,0.34748
-1.3532,-2.3694,0.59954,0.34854
-1.4013,-2.2207,1.1095,0.35028
-1.4478,-1.973,1.5672,0.35295
-1.4941,-1.6338,1.9674,0.35638
-1.5406,-1.214,2.2923,0.36146
-1.5845,-0.75844,2.5157,0.36717
-1.6266,-0.28368,2.6445,0.37334
-1.6679,0.20056,2.6829,0.38081
-1.709,0.68342,2.6325,0.39004
-1.753,1.1838,2.4829,0.40163
-1.7986,1.6644,2.2295,0.41517
-1.8139,1.8135,2.1234,0.4202
-1.8605,2.2197,1.7441,0.43651
-1.9058,2.5333,1.3073,0.45582
-1.9521,2.7601,0.81012,0.48058
-1.9982,2.8866,0.28497,0.50929
-2.015,2.9077,0.091652,0.52056
0,0.96654,1.497,1.0046
-0.029926,1.1488,1.4305,0.98052
-0.061757,1.3389,1.3343,0.95796
-0.093289,1.5201,1.2128,0.93815
-0.12422,1.6885,1.0686,0.92079
-0.19937,2.0294,0.63204,0.88725
-0.26838,2.2304,0.13382,0.8703
-0.33408,2.2975,-0.39307,0.86465
-0.3484,2.295,-0.51307,0.86451
-0.41215,2.2067,-1.0427,0.86928
-0.47298,2.0068,-1.5282,0.88291
-0.53333,1.7057,-1.963,0.90638
-0.57197,1.4671,-2.2035,0.92746
-0.59091,1.3389,-2.309,0.93946
-0.64941,0.90447,-2.578,0.98514
-0.71046,0.41289,-2.7569,1.0544
-0.76951,-0.065951,-2.832,1.143
-0.83219,-0.55169,-2.8201,1.26
-0.86626,-0.79709,-2.7816,1.3333
-0.93908,-1.279,-2.6411,1.5193
-0.96042,-1.401,-2.5912,1.5799
-0.97162,-1.4619,-2.5641,1.6126
-0.98846,-1.5501,-2.5223,1.6635
-1.0007,-1.6108,-2.4915,1.7022
-1.0148,-1.6776,-2.4558,1.7484
-1.0277,-1.7366,-2.4224,1.792
-1.0549,-1.8541,-2.3513,1.8868
-1.0719,-1.9226,-2.307,1.9476
-1.0863,-1.978,-2.2696,2.0002
-1.1846,-2.2955,-2.0302,2.4092
-1.291,-2.5234,-1.8242,2.8967
-1.3045,-2.5451,-1.8026,2.9612
-1.3182,-2.5657,-1.7819,3.0271
-1.4261,-2.681,-1.6344,3.5631
-1.5358,-2.7187,-1.5121,4.1164
-1.6515,-2.6792,-1.3936,4.6907
-1.7747,-2.5609,-1.2664,5.2609
-1.9121,-2.3584,-1.1188,5.8112
-1.9435,-2.3069,-1.0866,5.9149
-1.9856,-2.2357,-1.0431,6.0456
-2.0383,-2.1437,-0.98884,6.1941
-2.0814,-2.0675,-0.94531,6.3011
-2.1268,-1.986,-0.90013,6.4023
-2.1813,-1.886,-0.84639,6.509
-2.2118,-1.8305,-0.81741,6.5601
-2.2404,-1.7785,-0.79068,6.6039
-2.2823,-1.7023,-0.75213,6.6604
-2.3249,-1.6259,-0.71389,6.7078
-2.372,-1.544,-0.67312,6.7495
-2.4075,-1.4844,-0.64358,6.7733
-2.4344,-1.4405,-0.62183,6.787
-2.4633,-1.3945,-0.5991,6.7981
-2.5376,-1.2786,-0.54219,6.8082
-2.5696,-1.2328,-0.51986,6.8038
-2.6078,-1.1801,-0.49423,6.7923
-2.6337,-1.1457,-0.47758,6.7805
0,-1.3068,0.84205,1.2961
-0.025403,-1.2734,0.96898,1.2603
-0.048722,-1.2312,1.0863,1.2302
-0.086146,-1.1411,1.2718,1.1869
-0.17447,-0.82482,1.6735,1.1034
-0.25063,-0.4263,1.9534,1.0508
-0.31997,0.022903,2.1195,1.0154
-0.33557,0.13547,2.1427,1.0089
-0.39955,0.60983,2.1684,0.99188
-0.46372,1.096,2.0811,0.98756
-0.52812,1.566,1.881,0.99505
-0.59397,1.9984,1.5665,1.0159
-0.65853,2.3452,1.1725,1.0511
-0.72281,2.598,0.71695,1.102
-0.74629,2.6637,0.54288,1.1271
-0.75715,2.6895,0.46196,1.1394
-0.7694,2.7152,0.37016,1.1543
-0.83522,2.7939,-0.12851,1.2498
-0.9037,2.7775,-0.62572,1.3803
-0.93265,2.7467,-0.8183,1.4445
-0.95591,2.7143,-0.96535,1.4997
-0.97132,2.6898,-1.0587,1.5377
-0.98801,2.6606,-1.156,1.5814
-1.0076,2.6235,-1.2652,1.6357
-1.029,2.5807,-1.3778,1.6983
-1.0441,2.5494,-1.4532,1.744
-1.0577,2.5204,-1.5188,1.786
-1.0735,2.486,-1.5916,1.8363
-1.1063,2.412,-1.7341,1.9474
-1.2027,2.1949,-2.0856,2.321
-1.2145,2.172,-2.1193,2.3691
-1.3219,1.9764,-2.3748,2.8442
-1.3396,1.9494,-2.4066,2.9249
-1.3525,1.9308,-2.4282,2.9845
-1.3719,1.9037,-2.4583,3.0757
-1.4795,1.7677,-2.5755,3.5987
-1.5952,1.6429,-2.616,4.1747
-1.7157,1.5171,-2.5741,4.7585
-1.843,1.3785,-2.4523,5.3203
-1.9084,1.3063,-2.3687,5.5728
-1.9529,1.2568,-2.3052,5.73
-1.9819,1.2248,-2.2616,5.8256
-2.0058,1.1983,-2.2243,5.9009
-2.0306,1.1709,-2.1851,5.9754
-2.133,1.0526,-2.0073,6.2564
-2.1644,1.0186,-1.9539,6.3242
-2.2241,0.95341,-1.849,6.4386
-2.2846,0.88957,-1.7434,6.5344
-2.3592,0.81294,-1.6133,6.6265
-2.4046,0.76911,-1.5372,6.6659
-2.434,0.74181,-1.4894,6.6849
-2.462,0.71654,-1.4448,6.6984
-2.4909,0.69107,-1.3997,6.7084
-2.5898,0.60669,-1.2493,6.7101
0,1.3054,-0.85518,0.37169
-0.028731,1.2014,-1.0353,0.36422
-0.097741,0.85544,-1.4048,0.34751
-0.12445,0.68582,-1.52,0.34121
-0.18654,0.23873,-1.7026,0.32752
-0.24539,-0.23129,-1.7514,0.31577
-0.3019,-0.69219,-1.6733,0.30559
-0.33813,-0.97788,-1.5572,0.29965
-0.39573,-1.387,-1.2731,0.29113
-0.45291,-1.7117,-0.88252,0.28354
-0.48127,-1.8343,-0.65433,0.27981
-0.54576,-1.9946,-0.081805,0.27155
-0.6091,-1.9762,0.51637,0.26437
-0.66391,-1.8143,1.0218,0.25895
-0.71411,-1.5504,1.442,0.25502
-0.76005,-1.2218,1.7667,0.25232
-0.80122,-0.86821,1.9944,0.24996
-0.84867,-0.40822,2.1679,0.24758
-0.89372,0.059804,2.2335,0.24584
-0.93779,0.52685,2.1993,0.24461
-0.98313,0.99468,2.062,0.24377
-1.0296,1.4377,1.8189,0.24319
-1.0748,1.8132,1.4906,0.24274
-1.1223,2.1255,1.0627,0.24287
-1.1464,2.2462,0.81836,0.24318
-1.1934,2.3977,0.30848,0.24421
-1.2395,2.4334,-0.21674,0.24582
-1.2617,2.4095,-0.47256,0.24665
-1.3075,2.2765,-0.98683,0.24851
-1.352,2.0431,-1.4519,0.25087
-1.3774,1.8663,-1.6953,0.25233
-1.4026,1.6635,-1.9144,0.25389
-1.4473,1.2439,-2.2396,0.25751
-1.4896,0.78811,-2.4625,0.26147
-1.5303,0.31286,-2.5894,0.2656
-1.5692,-0.15864,-2.6252,0.26995
-1.6075,-0.62466,-2.5769,0.27457
-1.6471,-1.0929,-2.4404,0.27982
-1.6756,-1.411,-2.2902,0.28397
-1.704,-1.7085,-2.0986,0.28827
-1.7201,-1.865,-1.9733,0.29077
-1.7367,-2.0158,-1.8325,0.29356
-1.7786,-2.3459,-1.4285,0.30141
-1.7909,-2.4278,-1.2981,0.30398
-1.8347,-2.6563,-0.80131,0.31518
-1.878,-2.7812,-0.2752,0.32819
-1.8866,-2.7937,-0.16743,0.33097
0,0.44827,-0.34023,1.8411
-0.029333,0.43959,-0.39123,1.7363
-0.065625,0.42018,-0.45889,1.6162
-0.10028,0.39095,-0.52633,1.5122
-0.17699,0.28252,-0.67845,1.3129
-0.26359,0.089549,-0.8241,1.1387
-0.29062,0.01268,-0.8601,1.0913
-0.31999,-0.079239,-0.89095,1.0432
-0.35282,-0.191,-0.91317,0.99354
-0.40296,-0.37499,-0.91805,0.92548
-0.44613,-0.54376,-0.89013,0.87258
-0.49291,-0.72897,-0.82239,0.82152
-0.54157,-0.91529,-0.70841,0.77421
-0.58944,-1.0832,-0.55216,0.73235
-0.63472,-1.2181,-0.36548,0.69704
-0.67648,-1.3138,-0.1633,0.66793
-0.70072,-1.3545,-0.033282,0.65204
-0.73868,-1.392,0.18293,0.629
-0.77179,-1.3957,0.38216,0.6107
-0.79933,-1.3764,0.55276,0.59644
-0.82941,-1.3308,0.74029,0.58194
-0.8624,-1.2508,0.94303,0.56716
-0.93761,-0.95702,1.3613,0.53767
-1.0041,-0.57155,1.6542,0.51399
-1.0326,-0.37342,1.7475,0.50453
-1.0929,0.085412,1.8602,0.48661
-1.15,0.55279,1.851,0.47172
-1.2065,1.0161,1.7217,0.4592
-1.263,1.4479,1.4729,0.44901
-1.2885,1.626,1.3222,0.4448
-1.3454,1.9616,0.91272,0.43578
-1.4008,2.1837,0.42976,0.42937
-1.4544,2.2803,-0.087473,0.42516
-1.5065,2.2539,-0.61069,0.42264
-1.5542,2.1234,-1.0825,0.42148
-1.6039,1.8824,-1.5436,0.42141
-1.619,1.7885,-1.6749,0.42149
-1.6686,1.4208,-2.0577,0.42363
-1.7152,0.99972,-2.3406,0.4278
-1.7368,0.78421,-2.4426,0.4301
-1.7812,0.31407,-2.5872,0.43572
-1.8233,-0.1558,-2.64,0.44221
-1.8465,-0.41887,-2.6325,0.44631
-1.8609,-0.58175,-2.6146,0.44906
-1.9066,-1.0891,-2.4906,0.45986
-1.954,-1.5811,-2.2603,0.47333
-2.003,-2.0316,-1.9224,0.4905
-2.0235,-2.1976,-1.7556,0.4982
-2.0489,-2.3823,-1.5299,0.50925
-2.0624,-2.4703,-1.4031,0.51571
-2.1104,-2.7217,-0.91809,0.54327
-2.1334,-2.8065,-0.6731,0.5587
-2.1822,-2.91,-0.13694,0.59594
-2.2103,-2.9225,0.17405,0.62028
0,0.96935,1.0038,0.39495
-0.031581,1.1245,0.87231,0.38496
-0.11084,1.4218,0.44677,0.36253
-0.18517,1.5524,-0.049788,0.34346
-0.25538,1.5122,-0.55675,0.32722
-0.32405,1.307,-1.0326,0.31302
-0.38881,0.97189,-1.4124,0.30081
-0.43344,0.67125,-1.6138,0.29268
-0.45901,0.47811,-1.7008,0.28822
-0.51556,0.017547,-1.8072,0.27906
-0.57074,-0.45487,-1.7889,0.27089
-0.62407,-0.90202,-1.652,0.26382
-0.6705,-1.26,-1.4401,0.25829
-0.70149,-1.4733,-1.2537,0.25488
-0.72934,-1.6417,-1.0583,0.25194
-0.76531,-1.8204,-0.77309,0.24816
-0.79197,-1.9213,-0.54097,0.24531
-0.82589,-2.006,-0.22716,0.24178
-0.86051,-2.0387,0.10637,0.23843
-0.91404,-1.979,0.62648,0.23388
-0.96743,-1.7873,1.1214,0.22986
-1.0197,-1.4782,1.5504,0.22694
-1.0682,-1.0979,1.8728,0.22487
-1.0911,-0.89199,1.9941,0.22382
-1.1379,-0.43252,2.169,0.22204
-1.1824,0.035241,2.2365,0.22078
-1.226,0.50244,2.2044,0.2199
-1.2709,0.9709,2.0693,0.21933
-1.3169,1.415,1.8281,0.21896
-1.3619,1.7917,1.5013,0.21871
-1.3891,1.9848,1.2637,0.21868
-1.4351,2.2356,0.80998,0.2192
-1.4818,2.3833,0.29901,0.22015
-1.5097,2.416,-0.019397,0.22098
-1.5551,2.378,-0.54204,0.22246
-1.6007,2.2268,-1.0512,0.22414
-1.6451,1.9764,-1.5074,0.22615
-1.6894,1.6339,-1.9048,0.22835
-1.7169,1.3805,-2.1133,0.23014
-1.7593,0.94053,-2.366,0.23335
-1.8001,0.47427,-2.5227,0.23671
-1.839,0.0057973,-2.5868,0.24022
-1.8778,-0.46652,-2.5645,0.244
-1.9159,-0.92295,-2.4588,0.24803
-1.9554,-1.3703,-2.2644,0.25266
-1.9775,-1.6032,-2.1204,0.25534
-2.02,-2.0066,-1.7772,0.2606
0,-1.4906,-0.094392,1.0281
-0.024615,-1.5351,0.034474,1.0007
-0.052247,-1.5715,0.18895,0.97219
-0.097371,-1.5954,0.45652,0.93066
-0.1183,-1.5902,0.58839,0.91271
-0.1427,-1.5697,0.74495,0.89336
-0.17127,-1.525,0.92893,0.87288
-0.19854,-1.4612,1.1036,0.85508
-0.27158,-1.1941,1.5391,0.8157
-0.33874,-0.82512,1.8808,0.78783
-0.40051,-0.39466,2.1143,0.76763
-0.45821,0.068763,2.2376,0.75522
-0.51355,0.54396,2.2541,0.74964
-0.56946,1.0298,2.1642,0.74981
-0.62585,1.5007,1.966,0.75562
-0.68356,1.937,1.6564,0.7673
-0.73972,2.2907,1.2673,0.78594
-0.7952,2.5533,0.81501,0.81123
-0.85308,2.7207,0.29566,0.85157
-0.9074,2.7762,-0.20571,0.90124
-0.96291,2.7352,-0.70692,0.96784
-0.98118,2.7027,-0.86296,0.99316
-0.99299,2.6774,-0.96147,1.0102
-1.0036,2.6519,-1.0484,1.026
-1.0134,2.6261,-1.1267,1.0412
-1.0413,2.5408,-1.3431,1.088
-1.0528,2.5017,-1.4278,1.1082
-1.0625,2.4673,-1.4969,1.1254
-1.0757,2.4176,-1.5888,1.1502
-1.0972,2.3311,-1.7318,1.193
-1.1673,2.0062,-2.1474,1.3543
-1.1871,1.911,-2.2447,1.4047
-1.2194,1.7529,-2.389,1.4937
-1.2501,1.6038,-2.5084,1.5859
-1.2639,1.5387,-2.5564,1.6289
-1.2769,1.4782,-2.5991,1.6706
-1.2897,1.4198,-2.6384,1.7133
-1.3231,1.2707,-2.7306,1.8317
-1.4143,0.89401,-2.9249,2.1958
-1.5099,0.59142,-3.0512,2.6267
-1.6117,0.35697,-3.127,3.1174
-1.71,0.19807,-3.1498,3.6178
-1.7313,0.17129,-3.1487,3.7273
-1.8328,0.06652,-3.1107,4.2509
-1.9376,-0.0059877,-3.0174,4.773
-2.0506,-0.056429,-2.8614,5.292
-2.1645,-0.088016,-2.6598,5.7511
0,-0.092321,-0.88461,1.69
-0.046477,-0.21974,-0.92443,1.5572
-0.09082,-0.3583,-0.94458,1.446
-0.11949,-0.45626,-0.94626,1.3804
-0.14628,-0.55288,-0.93837,1.3235
-0.22705,-0.85364,-0.85338,1.1794
-0.25521,-0.96352,-0.79789,1.1347
-0.28183,-1.0662,-0.732,1.0955
-0.30669,-1.1589,-0.6583,1.0615
-0.34051,-1.2769,-0.53986,1.0189
-0.42625,-1.5107,-0.16033,0.92928
-0.45069,-1.5591,-0.026254,0.90603
-0.47916,-1.6004,0.14041,0.88065
-0.50422,-1.6216,0.29556,0.86003
-0.58392,-1.5839,0.80615,0.80494
-0.66298,-1.3736,1.3148,0.76285
-0.6907,-1.255,1.4863,0.75018
-0.75612,-0.8962,1.8389,0.72563
-0.81648,-0.47287,2.0853,0.70727
-0.87285,-0.013461,2.2228,0.69514
-0.92129,0.41121,2.2553,0.6892
-0.94057,0.5849,2.2448,0.68781
-0.9949,1.0683,2.1426,0.68734
-1.0497,1.5342,1.9329,0.69133
-1.1057,1.9631,1.613,0.69973
-1.1601,2.3072,1.2152,0.71367
-1.2137,2.5588,0.7564,0.73253
-1.2693,2.7138,0.23255,0.76302
-1.3212,2.7567,-0.27107,0.80068
-1.3737,2.7027,-0.7729,0.85108
-1.432,2.5411,-1.2938,0.92082
-1.4455,2.4912,-1.405,0.93868
-1.4571,2.4446,-1.4991,0.95459
-1.4691,2.3935,-1.5926,0.97184
-1.4866,2.3136,-1.7235,0.99853
-1.4989,2.254,-1.8118,1.0181
-1.5088,2.2042,-1.8805,1.0342
-1.5182,2.1556,-1.9433,1.0502
-1.5356,2.0624,-2.0539,1.0817
-1.5541,1.9595,-2.1638,1.1176
-1.5634,1.9072,-2.2156,1.1361
-1.5741,1.8454,-2.2737,1.1582
-1.584,1.788,-2.3245,1.1791
-1.62,1.5726,-2.4936,1.2615
-1.6295,1.5156,-2.5334,1.284
-1.6384,1.4622,-2.5691,1.3054
-1.6472,1.4091,-2.6028,1.3274
-1.6676,1.2856,-2.6751,1.3812
-1.6875,1.1667,-2.7377,1.4364
-1.7004,1.0909,-2.7745,1.4732
-1.7301,0.91849,-2.8494,1.5633
0,0.92263,-0.43037,1.5194
-0.028644,0.91829,-0.52631,1.4503
-0.11134,0.84597,-0.82084,1.2812
-0.15103,0.77392,-0.96907,1.2114
-0.19612,0.65899,-1.1344,1.1406
-0.22985,0.54915,-1.2513,1.0932
-0.32504,0.1475,-1.5091,0.98268
-0.36282,-0.057137,-1.5776,0.94403
-0.38629,-0.19537,-1.6059,0.92171
-0.46259,-0.66598,-1.6073,0.86109
-0.53512,-1.1314,-1.4696,0.81535
-0.55578,-1.2646,-1.4024,0.80393
-0.62545,-1.6736,-1.0937,0.77166
-0.69603,-2.0095,-0.65266,0.7456
-0.76104,-2.2061,-0.15261,0.73051
-0.82302,-2.2691,0.37476,0.72289
-0.85371,-2.2518,0.64679,0.72125
-0.91335,-2.1239,1.1683,0.72225
-0.97017,-1.8889,1.638,0.72855
-1.0264,-1.5562,2.0495,0.74088
-1.0828,-1.1367,2.3836,0.76103
-1.1361,-0.6787,2.6134,0.78657
-1.1909,-0.17012,2.7486,0.82471
-1.2427,0.31919,2.78,0.8726
-1.2955,0.80419,2.7216,0.93433
-1.3538,1.3018,2.5645,1.0192
-1.3673,1.4066,2.5176,1.041
