"IntegrationTime","Points:0","Points:1","Points:2"
3.4241,2.3512,-2.1555,2.9974
3.4436,2.3753,-2.1201,2.8962
3.5457,2.5242,-1.8794,2.3971
3.6425,2.6955,-1.5537,1.971
3.7342,2.8687,-1.1415,1.6184
3.7451,2.8893,-1.0817,1.5788
3.7562,2.9099,-1.0182,1.5393
3.835,3.0272,-0.53275,1.2928
0,-1.1863,1.1955,0.02544
0.058167,-1.4853,0.78638,0.024195
0.12101,-1.6553,0.26735,0.022819
0.17967,-1.6557,-0.24181,0.021506
0.23902,-1.5009,-0.73223,0.020098
0.29917,-1.2003,-1.1569,0.018588
0.3579,-0.795,-1.4624,0.01706
0.41389,-0.34037,-1.627,0.015573
0.46805,0.12617,-1.6554,0.01407
0.52286,0.58708,-1.5509,0.012482
0.57892,1.0084,-1.3145,0.010779
0.63776,1.3574,-0.9473,0.0088749
0.69662,1.5793,-0.49184,0.0068951
0.75577,1.6531,0.011882,0.004821
0.81551,1.5689,0.51915,0.0026265
0.87594,1.3296,0.98112,0.00029373
0,0.83287,-0.44521,0.37678
0.043269,0.87975,-0.25971,0.3938
0.094823,0.88343,-0.03973,0.41552
0.1619,0.80972,0.22388,0.44643
0.22661,0.67036,0.42964,0.4789
0.27451,0.53777,0.54115,0.50495
0.34372,0.31999,0.63721,0.5465
0.40431,0.12841,0.65733,0.58695
0.46386,-0.04436,0.62669,0.63298
0.52932,-0.20362,0.54707,0.69186
0.62262,-0.35824,0.37959,0.79437
0.70644,-0.41741,0.215,0.90581
0.79951,-0.41114,0.052237,1.0552
0.83602,-0.39355,-0.001321,1.1229
0.87469,-0.36888,-0.050434,1.2009
0.97681,-0.29152,-0.14026,1.4333
1.0575,-0.22685,-0.17941,1.6597
1.1017,-0.19245,-0.19132,1.8076
1.1576,-0.15336,-0.19867,2.0146
1.2092,-0.12204,-0.19969,2.2295
1.2629,-0.094705,-0.19666,2.4792
1.3594,-0.058731,-0.18677,2.9748
1.4428,-0.037484,-0.17733,3.4712
1.5203,-0.024401,-0.17068,3.968
1.5988,-0.015648,-0.16759,4.4832
1.6801,-0.0096132,-0.16909,5.0084
1.7679,-0.005292,-0.17662,5.5336
1.8728,-0.0016822,-0.19395,6.0692
1.9845,0.001545,-0.22255,6.516
2.0445,0.00302,-0.24054,6.6893
2.1392,0.0056561,-0.27607,6.9193
2.2274,0.0083897,-0.31457,7.0745
2.3273,0.011996,-0.36614,7.2026
2.4411,0.016834,-0.43489,7.3011
2.5122,0.020111,-0.48068,7.3418
2.5626,0.022623,-0.51525,7.3645
2.6237,0.025941,-0.56023,7.3863
2.6795,0.029257,-0.60428,7.4
2.8157,0.038224,-0.71904,7.4119
2.9765,0.051134,-0.87428,7.3969
3.1327,0.067154,-1.0538,7.3572
3.177,0.072828,-1.1144,7.3395
3.2152,0.078037,-1.1687,7.3208
3.3702,0.10073,-1.3917,7.2218
3.4294,0.11134,-1.4894,7.1691
3.4654,0.11837,-1.5521,7.1328
3.4844,0.12228,-1.5864,7.1122
3.5018,0.12594,-1.6179,7.0924
3.66,0.16012,-1.8941,6.883
3.7228,0.17639,-2.0154,6.7714
3.9218,0.2324,-2.3822,6.342
4.0799,0.2892,-2.6661,5.8635
4.1256,0.30917,-2.7479,5.6914
4.2531,0.37128,-2.9385,5.1722
4.2765,0.38467,-2.9699,5.0637
4.3869,0.45724,-3.0837,4.5351
4.4216,0.48486,-3.1088,4.3558
4.5217,0.58282,-3.1454,3.8308
4.6115,0.7018,-3.1309,3.3506
4.6978,0.85765,-3.074,2.8948
4.7815,1.0627,-2.9774,2.4767
4.8002,1.1162,-2.9492,2.3873
4.8271,1.198,-2.9044,2.2608
4.9215,1.5327,-2.7061,1.8598
4.9315,1.5738,-2.679,1.819
5.0208,1.9531,-2.3928,1.4937
0,-0.46643,0.75306,0.88411
0.048948,-0.56486,0.61086,0.95241
0.081291,-0.60893,0.51485,1.0017
0.1144,-0.63832,0.41708,1.0561
0.14528,-0.65229,0.32899,1.1105
0.18518,-0.65378,0.22178,1.1868
0.22239,-0.64155,0.13102,1.265
0.27112,-0.6101,0.027395,1.3789
0.31326,-0.57266,-0.047791,1.4895
0.35817,-0.52628,-0.11314,1.6201
0.38753,-0.49361,-0.14829,1.7143
0.43018,-0.44598,-0.18902,1.8617
0.48535,-0.38739,-0.22624,2.0699
0.53617,-0.33778,-0.24815,2.2839
0.56602,-0.31067,-0.25665,2.4231
0.66557,-0.23892,-0.269,2.9146
0.69711,-0.22012,-0.26964,3.0947
0.78224,-0.18118,-0.26852,3.599
0.81827,-0.16881,-0.26766,3.8279
0.89864,-0.14906,-0.26785,4.3428
0.97911,-0.13809,-0.27287,4.8579
1.0202,-0.13545,-0.27773,5.1018
1.1141,-0.13498,-0.29664,5.6373
1.2269,-0.14366,-0.33419,6.1717
1.3062,-0.15387,-0.36838,6.4532
1.3673,-0.16372,-0.39881,6.6265
1.4549,-0.18162,-0.45222,6.8352
1.5076,-0.19314,-0.48638,6.9288
1.5626,-0.20624,-0.52517,7.0107
1.6136,-0.21934,-0.56391,7.0733
1.6651,-0.23353,-0.60575,7.1242
1.7607,-0.26287,-0.69218,7.1917
1.8688,-0.29839,-0.79726,7.2314
1.9892,-0.34131,-0.92574,7.2444
2.037,-0.36033,-0.98341,7.2423
2.0676,-0.37311,-1.0225,7.2389
2.0958,-0.38523,-1.0598,7.2341
2.1204,-0.39607,-1.0932,7.228
2.2108,-0.43608,-1.2172,7.1938
2.2976,-0.47692,-1.3458,7.1423
2.3846,-0.51984,-1.4841,7.0715
2.4038,-0.52997,-1.5173,7.0524
2.4866,-0.57267,-1.6589,6.9588
2.5545,-0.60868,-1.7805,6.862
2.6038,-0.63541,-1.8726,6.7795
2.6604,-0.66601,-1.9807,6.6731
2.6851,-0.67967,-2.0299,6.6212
2.7103,-0.69337,-2.0803,6.5649
2.8509,-0.75897,-2.3395,6.2152
3.0074,-0.81537,-2.6143,5.7189
3.1448,-0.83762,-2.8291,5.1721
3.1675,-0.83802,-2.8621,5.0683
3.2857,-0.81494,-3.0029,4.5084
3.3956,-0.74664,-3.0924,3.9416
3.4301,-0.71204,-3.1116,3.7564
3.52,-0.58698,-3.142,3.2785
3.5436,-0.54413,-3.1459,3.1554
3.6384,-0.32898,-3.1456,2.6771
3.7294,-0.042197,-3.1247,2.2489
3.7445,0.015386,-3.1184,2.1814
3.8305,0.37983,-3.0648,1.8316
3.91,0.78658,-2.9641,1.5445
3.9316,0.9134,-2.9228,1.4716
4.0017,1.3384,-2.7411,1.2648
0,-0.6882,-0.94469,1.4975
0.044667,-0.52845,-0.96401,1.6096
0.07125,-0.4409,-0.96357,1.6828
0.10114,-0.34919,-0.9544,1.7715
0.13815,-0.24681,-0.93362,1.8893
0.2503,-0.017102,-0.83547,2.2959
0.27334,0.018613,-0.81124,2.3953
0.2962,0.050497,-0.7871,2.4982
0.39526,0.14815,-0.69272,2.9674
0.43962,0.1782,-0.6547,3.2082
0.52638,0.21861,-0.59631,3.7006
0.60944,0.24518,-0.55922,4.2054
0.69247,0.26682,-0.54219,4.7115
0.78192,0.29157,-0.5454,5.2277
0.8841,0.32761,-0.57529,5.7529
0.9387,0.34966,-0.6005,5.9787
0.99901,0.37766,-0.63519,6.1952
1.0816,0.42328,-0.69516,6.4405
1.1304,0.4522,-0.73447,6.5512
1.1603,0.47072,-0.76001,6.6094
1.2217,0.51325,-0.81928,6.7129
1.292,0.56599,-0.8931,6.7982
1.3335,0.59796,-0.9379,6.8334
1.373,0.62953,-0.98214,6.859
1.4039,0.65511,-1.0179,6.8741
1.4471,0.69204,-1.0694,6.8871
1.5442,0.77828,-1.1885,6.886
1.6943,0.91921,-1.3802,6.819
1.727,0.95461,-1.4278,6.793
1.7577,0.98871,-1.4734,6.7644
1.7866,1.0214,-1.5169,6.7329
1.8462,1.089,-1.6059,6.656
1.9251,1.1809,-1.7247,6.5285
1.9892,1.2583,-1.822,6.4018
2.0211,1.2981,-1.8712,6.3303
2.049,1.3332,-1.9136,6.2633
2.1141,1.4136,-2.0081,6.0945
2.1361,1.4416,-2.04,6.0311
2.1726,1.4875,-2.0914,5.9209
2.2,1.5221,-2.1293,5.8322
2.2259,1.5547,-2.164,5.744
2.2937,1.637,-2.2456,5.4995
2.3556,1.7098,-2.3095,5.255
2.4067,1.7681,-2.3542,5.0378
2.5369,1.9051,-2.4183,4.4496
2.5595,1.9284,-2.422,4.3382
2.6777,2.048,-2.3922,3.7524
2.703,2.0738,-2.3744,3.6242
2.8138,2.1985,-2.2448,3.0725
2.8382,2.2287,-2.2036,2.9525
2.9456,2.3869,-1.9618,2.457
3.0486,2.5649,-1.6313,2.0374
3.144,2.7385,-1.2189,1.7048
3.1622,2.7701,-1.1246,1.6449
3.1758,2.7928,-1.0504,1.602
3.1874,2.8113,-0.98445,1.5666
3.1982,2.8278,-0.92168,1.5345
3.2229,2.8617,-0.77269,1.4639
3.2459,2.8879,-0.62581,1.4016
3.2591,2.9,-0.53781,1.3676
3.2697,2.908,-0.46491,1.3411
3.3392,2.9163,0.025797,1.1871
0,-0.58579,-0.96609,1.2508
0.028385,-0.47494,-0.97762,1.3072
0.059619,-0.3593,-0.97688,1.3748
0.094851,-0.23886,-0.96153,1.4576
0.16107,-0.045953,-0.90068,1.6351
0.18688,0.016126,-0.86913,1.7123
0.21797,0.082127,-0.82757,1.8118
0.25431,0.14742,-0.7767,1.9361
0.30228,0.21547,-0.70895,2.1139
0.34093,0.25739,-0.65539,2.2713
0.35866,0.27335,-0.63122,2.3493
0.37461,0.28613,-0.60996,2.4221
0.47392,0.33655,-0.49889,2.8952
0.49414,0.34274,-0.47885,3.0064
0.5822,0.35948,-0.40889,3.5062
0.60729,0.36234,-0.39318,3.6586
0.69002,0.37063,-0.35424,4.1717
0.7281,0.37487,-0.34264,4.4072
0.81355,0.38925,-0.32816,4.9315
0.85074,0.39776,-0.32679,5.1414
0.94977,0.43155,-0.33505,5.6756
0.99059,0.44869,-0.34275,5.8564
1.0403,0.47316,-0.35524,6.0598
1.122,0.52283,-0.38296,6.3509
1.2164,0.59491,-0.42626,6.6123
1.2975,0.66638,-0.4707,6.772
1.3883,0.75623,-0.52688,6.8955
1.4375,0.8066,-0.55835,6.9402
1.4848,0.85736,-0.58994,6.9719
1.536,0.91482,-0.62548,6.9954
1.5671,0.95125,-0.6479,7.0049
1.5947,0.98467,-0.66838,7.0104
1.6217,1.0181,-0.68891,7.0125
1.7517,1.1812,-0.78861,6.9855
1.7911,1.2366,-0.82221,6.9658
1.8359,1.3019,-0.86144,6.9377
1.8526,1.3273,-0.87661,6.9256
1.8673,1.35,-0.89006,6.914
1.9661,1.4989,-0.97718,6.8175
2.0726,1.6696,-1.075,6.6724
2.0978,1.7139,-1.1,6.6297
2.1209,1.7549,-1.123,6.5876
2.1655,1.8334,-1.1661,6.4999
2.2158,1.9216,-1.2133,6.3888
2.2587,1.9964,-1.2525,6.2826
2.3839,2.2023,-1.3549,5.9328
2.4462,2.3064,-1.4024,5.7223
2.507,2.4033,-1.4413,5.4969
2.6441,2.5925,-1.4956,4.9394
2.7685,2.7321,-1.4922,4.357
2.8829,2.8295,-1.4252,3.7778
2.9927,2.8995,-1.282,3.2086
3.0996,2.9552,-1.047,2.6778
3.2039,3.0039,-0.71862,2.2114
3.3016,3.0336,-0.30275,1.8311
3.385,3.0171,0.13579,1.549
3.4596,2.9386,0.59677,1.3358
3.5332,2.7715,1.0935,1.1554
3.5482,2.7227,1.2001,1.121
3.5728,2.632,1.3734,1.068
3.5882,2.5663,1.4827,1.037
3.6065,2.4796,1.6117,1.0022
3.6228,2.3947,1.7254,0.97251
0,0.095233,-1.4792,1.0981
0.022106,0.20191,-1.4289,1.128
0.11242,0.56342,-1.1513,1.2779
0.15654,0.67987,-1,1.3635
0.19616,0.75582,-0.86146,1.4499
0.23375,0.80461,-0.7333,1.5399
0.29169,0.84173,-0.54836,1.6972
0.3108,0.84538,-0.49215,1.7544
0.33086,0.84571,-0.43585,1.817
0.4254,0.81146,-0.21551,2.1439
0.45589,0.79156,-0.15844,2.2653
0.47443,0.77808,-0.12696,2.3437
0.49135,0.76519,-0.10022,2.4182
0.55738,0.71477,-0.015397,2.7215
0.59358,0.68706,0.021456,2.906
0.61089,0.67407,0.036862,2.9994
0.70334,0.61537,0.098165,3.5133
0.72851,0.60221,0.11045,3.6639
0.8148,0.5693,0.14338,4.1918
0.84285,0.56292,0.15171,4.3634
0.93106,0.55637,0.17563,4.9024
1.0273,0.57345,0.20083,5.4411
1.104,0.60334,0.22306,5.8048
1.1636,0.63546,0.24216,6.0443
1.2264,0.67686,0.26484,6.2581
1.3081,0.7434,0.29913,6.4847
1.3786,0.8098,0.33199,6.6318
1.4737,0.91517,0.38325,6.7777
1.5298,0.97975,0.41463,6.8342
1.5543,1.0087,0.42871,6.8538
1.5806,1.0408,0.44432,6.8716
1.6705,1.1566,0.50115,6.907
1.7197,1.2229,0.53401,6.9113
1.8426,1.3927,0.61901,6.881
1.8853,1.4582,0.6521,6.8569
1.927,1.5242,0.68549,6.8263
2.0332,1.6925,0.77128,6.721
2.083,1.7773,0.81513,6.654
2.1234,1.8481,0.85228,6.5902
2.153,1.9006,0.88036,6.538
2.1787,1.946,0.90504,6.4888
2.228,2.0307,0.95224,6.3865
2.2518,2.0718,0.97563,6.332
2.3893,2.2852,1.1031,5.9825
2.4297,2.3492,1.1436,5.8535
2.4673,2.4069,1.1817,5.7244
2.5006,2.4548,1.2154,5.6036
2.6457,2.6201,1.3533,5.0383
2.7728,2.7052,1.4752,4.4609
2.8911,2.7129,1.5957,3.8771
3.0011,2.6431,1.725,3.3216
3.1074,2.4953,1.8848,2.7973
3.1391,2.4338,1.943,2.6481
3.1588,2.3913,1.9816,2.5577
3.1762,2.3508,2.0171,2.4795
3.2813,2.0536,2.252,2.0455
3.3785,1.6707,2.4997,1.7019
3.3961,1.5857,2.5458,1.6435
3.4076,1.5272,2.5756,1.607
3.4195,1.4641,2.6062,1.5704
3.4302,1.4054,2.6333,1.538
0,-0.81715,0.61283,0.76049
0.029085,-0.85573,0.4951,0.79026
0.063367,-0.88061,0.35729,0.82814
0.14954,-0.85262,0.030231,0.94192
0.18115,-0.81638,-0.06918,0.98871
0.2123,-0.77066,-0.15645,1.0381
0.25202,-0.70104,-0.25147,1.1067
0.28067,-0.64575,-0.30791,1.16
0.30723,-0.59243,-0.3518,1.2131
0.36672,-0.47088,-0.42254,1.3461
0.42029,-0.36584,-0.45711,1.4834
0.48033,-0.26048,-0.46935,1.6577
0.50349,-0.22313,-0.46815,1.7335
0.52989,-0.18361,-0.46372,1.8249
0.61529,-0.082447,-0.43598,2.1428
0.65283,-0.046627,-0.41898,2.3078
0.69002,-0.016713,-0.40099,2.4852
0.72184,0.0050188,-0.38554,2.647
0.81363,0.048585,-0.34606,3.1395
0.89734,0.073545,-0.31755,3.6431
0.97579,0.08911,-0.29964,4.1477
1.0102,0.094428,-0.29487,4.3687
1.092,0.10603,-0.2907,4.8933
1.1807,0.11857,-0.29773,5.4179
1.2847,0.13644,-0.32068,5.9525
1.3816,0.15739,-0.35512,6.3491
1.4524,0.17478,-0.38617,6.5682
1.5384,0.19995,-0.43302,6.7854
1.6465,0.23849,-0.50559,6.9883
1.6831,0.25166,-0.53049,7.0359
1.7859,0.29574,-0.61361,7.1444
1.8865,0.34247,-0.701,7.2046
1.9936,0.3965,-0.80113,7.2359
2.0517,0.42886,-0.86068,7.2426
2.0899,0.4516,-0.90239,7.2435
2.1263,0.47424,-0.94386,7.2414
2.1748,0.50564,-1.0013,7.2341
2.2027,0.52469,-1.0361,7.2275
2.2301,0.5439,-1.0711,7.2188
2.3583,0.63497,-1.2347,7.1548
2.4928,0.74169,-1.4228,7.0453
2.5644,0.80585,-1.534,6.965
2.6339,0.87134,-1.6454,6.8696
2.7163,0.95245,-1.7808,6.7347
2.7553,0.99342,-1.8483,6.6598
2.7889,1.0295,-1.9073,6.5891
2.8206,1.064,-1.9628,6.517
2.8531,1.0994,-2.0188,6.4373
2.98,1.2321,-2.2181,6.0909
3.0227,1.2792,-2.2851,5.95
3.1667,1.4309,-2.4792,5.4283
3.2991,1.5657,-2.6081,4.8567
3.4201,1.6861,-2.6629,4.2638
3.5317,1.8033,-2.6418,3.677
3.5524,1.8266,-2.6289,3.5651
3.6442,1.9451,-2.5346,3.0773
3.6604,1.9685,-2.511,2.9922
3.6902,2.0145,-2.4622,2.839
3.7081,2.0447,-2.4292,2.7488
3.81,2.2416,-2.1932,2.2642
3.9061,2.4759,-1.8728,1.858
3.9932,2.7063,-1.4814,1.5353
4.0194,2.7775,-1.3343,1.4457
4.0405,2.8327,-1.2069,1.3767
4.0606,2.8826,-1.0774,1.314
0,0.96654,1.497,1.0046
0.074815,0.49034,1.5657,1.0815
0.10393,0.32014,1.5535,1.1164
0.13369,0.1558,1.5229,1.1552
0.21988,-0.26342,1.3455,1.2935
0.31771,-0.58223,1.0515,1.498
0.36931,-0.68147,0.88906,1.6271
0.39628,-0.71739,0.8067,1.7009
0.42294,-0.74372,0.72802,1.7786
0.44737,-0.76109,0.65894,1.854
0.49543,-0.77908,0.53343,2.0145
0.53248,-0.78093,0.44623,2.151
0.56001,-0.77684,0.38762,2.2594
0.60878,-0.76146,0.29764,2.464
0.65714,-0.74027,0.2229,2.684
0.69439,-0.7217,0.1745,2.8664
0.78999,-0.67526,0.084096,3.3665
0.87902,-0.6412,0.029005,3.8814
0.96567,-0.62344,-0.0067753,4.4079
1.0548,-0.62511,-0.032675,4.9468
1.0819,-0.62977,-0.038742,5.0964
1.1843,-0.66726,-0.060603,5.6444
1.2334,-0.6936,-0.069598,5.8552
1.2933,-0.73409,-0.080876,6.0859
1.3738,-0.80208,-0.097292,6.3433
1.4566,-0.8866,-0.11557,6.544
1.5332,-0.97598,-0.1337,6.6789
1.574,-1.0258,-0.14366,6.7325
1.599,-1.0572,-0.14993,6.7603
1.6277,-1.0946,-0.15741,6.7876
1.7221,-1.2275,-0.18423,6.8445
1.8119,-1.3586,-0.21115,6.8563
1.9315,-1.5419,-0.24979,6.8243
1.9649,-1.5991,-0.26208,6.8058
2.005,-1.6693,-0.27723,6.7772
2.0971,-1.8306,-0.31233,6.6875
2.1398,-1.9108,-0.33034,6.6325
2.1787,-1.9851,-0.34765,6.5741
2.2259,-2.0751,-0.36956,6.493
2.2662,-2.1516,-0.38894,6.4144
2.399,-2.3857,-0.45328,6.1156
2.4556,-2.4871,-0.48396,5.9561
2.4842,-2.5385,-0.50028,5.8672
2.5122,-2.5878,-0.51667,5.7754
2.5376,-2.631,-0.53193,5.6879
2.6715,-2.821,-0.61378,5.1962
2.8069,-2.9588,-0.71009,4.6125
2.9279,-3.0162,-0.81867,4.0282
3.0412,-2.9978,-0.95538,3.4573
3.1512,-2.905,-1.1404,2.9176
3.2598,-2.7407,-1.389,2.4294
3.277,-2.7063,-1.4353,2.3554
3.2899,-2.6789,-1.4711,2.301
3.302,-2.6519,-1.5059,2.2514
3.3128,-2.6264,-1.5382,2.2078
3.4125,-2.3501,-1.8572,1.8482
3.4276,-2.2971,-1.911,1.7968
3.4524,-2.2043,-1.9994,1.7152
3.4761,-2.1079,-2.0848,1.6405
3.5001,-2.0012,-2.1721,1.5694
0,-1.3068,0.84205,1.2961
0.039717,-1.3359,0.6413,1.3597
0.061524,-1.3395,0.53699,1.3975
0.095036,-1.33,0.38341,1.461
0.12717,-1.3059,0.24748,1.5273
0.16817,-1.2573,0.091281,1.6214
0.19536,-1.2164,-0.0001893,1.6903
0.22037,-1.1741,-0.076416,1.7586
0.25564,-1.1096,-0.17121,1.8619
0.28864,-1.0463,-0.24663,1.9664
0.32237,-0.98042,-0.31138,2.0816
0.37797,-0.87552,-0.39181,2.2883
0.40941,-0.81894,-0.42534,2.417
0.44962,-0.75137,-0.4584,2.5918
0.48795,-0.69258,-0.48126,2.7698
0.51722,-0.6515,-0.49395,2.9145
0.53542,-0.62762,-0.50006,3.0089
0.63044,-0.52777,-0.51886,3.5197
0.65443,-0.50767,-0.52148,3.6604
0.68121,-0.48772,-0.52408,3.821
0.7664,-0.44172,-0.53363,4.3341
0.82766,-0.42293,-0.54441,4.7016
0.91838,-0.41383,-0.57151,5.2159
1.0225,-0.42672,-0.62416,5.7387
1.0579,-0.43549,-0.6456,5.8804
1.0996,-0.44829,-0.67408,6.0339
1.1726,-0.47727,-0.73379,6.2702
1.2562,-0.51977,-0.81602,6.4796
1.3267,-0.56098,-0.89328,6.6048
1.3868,-0.59917,-0.96406,6.6818
1.4107,-0.61471,-0.9929,6.7056
1.4495,-0.64094,-1.0416,6.7374
1.4859,-0.66635,-1.0888,6.7588
1.5724,-0.72899,-1.2053,6.7804
1.6702,-0.80218,-1.3428,6.7637
1.7143,-0.83756,-1.41,6.743
1.7387,-0.85777,-1.4486,6.7281
1.7891,-0.8997,-1.5292,6.6893
1.832,-0.93634,-1.5999,6.6465
1.8653,-0.9654,-1.6564,6.6069
1.8949,-0.99118,-1.7071,6.5669
2.0018,-1.0783,-1.8845,6.3944
2.0245,-1.0974,-1.9249,6.3484
2.046,-1.1153,-1.963,6.3022
2.1638,-1.2027,-2.1581,6.0213
2.2171,-1.2408,-2.2488,5.8648
2.259,-1.2687,-2.3198,5.7294
2.2956,-1.2904,-2.3801,5.6031
2.3362,-1.3111,-2.4444,5.4547
2.4812,-1.353,-2.641,4.8855
2.6083,-1.3356,-2.7779,4.3076
2.7254,-1.2532,-2.8697,3.7355
2.7421,-1.2351,-2.8798,3.6521
2.8541,-1.0617,-2.9358,3.105
2.9625,-0.80314,-2.971,2.6111
3.0662,-0.45537,-2.9872,2.1854
3.158,-0.062878,-2.9728,1.8641
3.2433,0.36987,-2.9046,1.6078
3.2577,0.45217,-2.8847,1.5681
3.2871,0.62347,-2.8351,1.4931
3.3212,0.82838,-2.7613,1.4122
3.3401,0.94459,-2.7113,1.3706
0,1.3054,-0.85518,0.37169
0.071827,1.4493,-0.35798,0.3925
0.11336,1.451,-0.072462,0.40556
0.14304,1.4185,0.12302,0.41551
0.17829,1.3467,0.34154,0.42776
0.20915,1.2573,0.51582,0.43903
0.29233,0.91019,0.89172,0.47328
0.32188,0.76501,0.98083,0.48652
0.40685,0.30982,1.1102,0.52941
0.43464,0.16678,1.1106,0.5443
0.46754,0.0039128,1.0878,0.56302
0.49822,-0.13824,1.046,0.58187
0.53048,-0.27504,0.9834,0.60313
0.57076,-0.4246,0.88254,0.63211
0.61384,-0.55472,0.75326,0.66635
0.65476,-0.6478,0.61736,0.70199
0.6885,-0.70191,0.50061,0.73399
0.73893,-0.74675,0.32325,0.78717
0.82717,-0.72898,0.032301,0.89932
0.86285,-0.6943,-0.065273,0.95066
0.90052,-0.64525,-0.15527,1.0096
0.95146,-0.56416,-0.2539,1.098
0.98473,-0.50601,-0.30333,1.1615
1.0199,-0.44294,-0.34396,1.2346
1.1099,-0.29002,-0.39913,1.4481
1.1665,-0.20482,-0.40603,1.6075
1.2,-0.15937,-0.40246,1.7141
1.2809,-0.071127,-0.37987,1.9967
1.3551,-0.011628,-0.34979,2.3022
1.3942,0.01312,-0.33211,2.4899
1.4901,0.054398,-0.29314,2.9827
1.5738,0.076432,-0.26519,3.4775
1.6536,0.08966,-0.24659,3.982
1.7331,0.09938,-0.2363,4.4965
1.816,0.10881,-0.23423,5.0212
1.8851,0.11736,-0.23901,5.4247
1.9885,0.13356,-0.25689,5.9596
2.0904,0.15449,-0.28615,6.3799
2.1577,0.17021,-0.30988,6.5867
2.2463,0.19527,-0.34902,6.8116
2.352,0.23166,-0.4064,7.01
2.4638,0.27672,-0.47771,7.1491
2.5198,0.30029,-0.515,7.196
2.5904,0.33263,-0.56605,7.2421
2.6756,0.37522,-0.63276,7.2785
2.7895,0.43741,-0.72913,7.301
2.8309,0.46274,-0.76809,7.3034
2.9765,0.55589,-0.91077,7.287
3.0228,0.59046,-0.96352,7.2734
3.0462,0.60893,-0.99166,7.2649
3.0808,0.63679,-1.0339,7.2505
3.1108,0.66186,-1.0718,7.2354
3.2509,0.78017,-1.2478,7.1419
3.3056,0.83291,-1.3251,7.0909
3.3513,0.87913,-1.3923,7.0422
3.381,0.91044,-1.4376,7.0073
3.4138,0.94578,-1.4884,6.9655
3.4618,0.99833,-1.5629,6.8978
3.5296,1.0739,-1.6689,6.7866
3.5893,1.1431,-1.7648,6.6716
3.6283,1.1902,-1.8293,6.5865
3.6632,1.2331,-1.8872,6.5038
3.6981,1.2761,-1.9441,6.415
3.8294,1.4309,-2.1383,6.0453
3.8824,1.4959,-2.2151,5.8655
3.9281,1.5519,-2.2782,5.696
3.974,1.6069,-2.3357,5.5136
0,0.44827,-0.34023,1.8411
0.048966,0.45206,-0.26715,2.0218
0.092574,0.44743,-0.21062,2.1996
0.11985,0.44158,-0.1791,2.3212
0.18013,0.42444,-0.12139,2.6072
0.27399,0.39455,-0.058485,3.0983
0.35855,0.37049,-0.020788,3.6013
0.39212,0.36281,-0.0097292,3.8159
0.47184,0.3511,0.010147,4.3301
0.5517,0.34926,0.024122,4.8445
0.59417,0.3525,0.029885,5.0985
0.68761,0.37066,0.041591,5.6339
0.7365,0.3851,0.047008,5.8666
0.78732,0.40387,0.052769,6.0863
0.88087,0.45011,0.064782,6.4385
0.93935,0.48384,0.072548,6.6067
1.0136,0.53482,0.08364,6.7872
1.1043,0.60924,0.099568,6.9556
1.2207,0.72134,0.12349,7.0937
1.3197,0.82201,0.14513,7.1552
1.4251,0.93737,0.17023,7.1865
1.4725,0.9942,0.18272,7.1921
1.5054,1.0357,0.1919,7.1931
1.6259,1.1922,0.22717,7.1729
1.7211,1.3285,0.25881,7.1304
1.8553,1.5346,0.3082,7.0356
1.8801,1.5779,0.31882,7.012
1.9506,1.701,0.34904,6.9348
2.0086,1.8067,0.37528,6.8568
2.0563,1.897,0.39823,6.7832
2.0856,1.954,0.41309,6.7337
2.116,2.0138,0.42901,6.6782
2.1409,2.0633,0.44236,6.629
2.1678,2.1166,0.45703,6.5723
2.2351,2.2452,0.49394,6.4178
2.2917,2.3516,0.52627,6.2691
2.3779,2.5069,0.57698,6.0142
2.4095,2.5643,0.59692,5.9074
2.4315,2.6038,0.6111,5.8293
2.4549,2.6444,0.62638,5.7431
2.5991,2.8499,0.7208,5.1794
2.6237,2.8809,0.73876,5.0675
2.7466,2.9926,0.83439,4.4889
2.8606,3.0319,0.94433,3.9034
2.9685,2.9981,1.084,3.3338
2.9983,2.9759,1.1317,3.1795
3.1036,2.8525,1.3368,2.6519
3.2052,2.6589,1.606,2.1861
3.2998,2.3997,1.919,1.8089
3.3868,2.0661,2.243,1.507
3.4141,1.931,2.3522,1.421
3.4443,1.7666,2.471,1.3314
3.4662,1.6355,2.5552,1.2692
3.4797,1.5495,2.6055,1.2324
3.4887,1.4898,2.6382,1.2085
3.5577,1.0026,2.8486,1.0444
3.618,0.50146,2.9661,0.92348
3.6703,0.018046,2.9945,0.83364
3.6799,-0.075529,2.9906,0.81858
0,0.96935,1.0038,0.39495
0.031581,0.79649,1.1108,0.40577
0.070798,0.5682,1.2035,0.41993
0.11976,0.27458,1.2552,0.4391
0.15392,0.074387,1.2501,0.45325
0.19009,-0.12779,1.2105,0.46912
0.23299,-0.34732,1.1223,0.48904
0.27678,-0.54037,0.99313,0.51086
0.32233,-0.70165,0.82657,0.53487
0.35623,-0.79208,0.68916,0.55352
0.39498,-0.8651,0.52344,0.57657
0.44247,-0.91107,0.31611,0.60797
0.48949,-0.9115,0.11785,0.64261
0.52178,-0.88866,-0.0086788,0.66869
0.55503,-0.84802,-0.129,0.6977
0.64074,-0.67524,-0.38486,0.78638
0.70686,-0.50555,-0.50814,0.86814
0.76941,-0.33735,-0.56781,0.95896
